Datetime,Close,High,Low,Open,Volume
,NXE,NXE,NXE,NXE,NXE
2023-05-31 13:30:00+00:00,3.630000114440918,3.7100000381469727,3.6050000190734863,3.680000066757202,295025
2023-05-31 14:30:00+00:00,3.6500000953674316,3.680000066757202,3.6212000846862793,3.630000114440918,242086
2023-05-31 15:30:00+00:00,3.690000057220459,3.7100000381469727,3.6500000953674316,3.6500000953674316,331553
2023-05-31 16:30:00+00:00,3.740000009536743,3.75,3.6700000762939453,3.690000057220459,215418
2023-05-31 17:30:00+00:00,3.7899999618530273,3.825000047683716,3.75,3.75,423725
2023-05-31 18:30:00+00:00,3.8350000381469727,3.8399999141693115,3.7899999618530273,3.7899999618530273,1136452
2023-05-31 19:30:00+00:00,3.869999885559082,3.875,3.819999933242798,3.8350000381469727,1257989
2023-06-01 13:30:00+00:00,4.260000228881836,4.380000114440918,3.9100000858306885,3.990000009536743,3636135
2023-06-01 14:30:00+00:00,4.380000114440918,4.385000228881836,4.255000114440918,4.260000228881836,780582
2023-06-01 15:30:00+00:00,4.251699924468994,4.39769983291626,4.21999979019165,4.385000228881836,953532
2023-06-01 16:30:00+00:00,4.309999942779541,4.31820011138916,4.260000228881836,4.260000228881836,312775
2023-06-01 17:30:00+00:00,4.291100025177002,4.355000019073486,4.289999961853027,4.315000057220459,214208
2023-06-01 18:30:00+00:00,4.335000038146973,4.340000152587891,4.300000190734863,4.300000190734863,473161
2023-06-01 19:30:00+00:00,4.309999942779541,4.349999904632568,4.300000190734863,4.340000152587891,411773
2023-06-02 13:30:00+00:00,4.40500020980835,4.460000038146973,4.340000152587891,4.389999866485596,948739
2023-06-02 14:30:00+00:00,4.412499904632568,4.440000057220459,4.389999866485596,4.409999847412109,1170493
2023-06-02 15:30:00+00:00,4.445000171661377,4.460000038146973,4.40500020980835,4.409999847412109,630192
2023-06-02 16:30:00+00:00,4.429999828338623,4.46999979019165,4.412199974060059,4.449999809265137,592558
2023-06-02 17:30:00+00:00,4.409999847412109,4.440000057220459,4.389999866485596,4.429999828338623,302742
2023-06-02 18:30:00+00:00,4.433000087738037,4.440000057220459,4.389999866485596,4.409999847412109,244746
2023-06-02 19:30:00+00:00,4.449999809265137,4.460000038146973,4.421899795532227,4.434999942779541,417656
2023-06-05 13:30:00+00:00,4.474999904632568,4.494999885559082,4.409999847412109,4.449999809265137,612794
2023-06-05 14:30:00+00:00,4.480000019073486,4.534999847412109,4.449999809265137,4.480000019073486,488998
2023-06-05 15:30:00+00:00,4.510000228881836,4.53000020980835,4.460000038146973,4.474999904632568,197203
2023-06-05 16:30:00+00:00,4.489999771118164,4.519999980926514,4.480000019073486,4.519999980926514,284746
2023-06-05 17:30:00+00:00,4.494999885559082,4.5,4.474999904632568,4.489999771118164,252126
2023-06-05 18:30:00+00:00,4.460000038146973,4.489999771118164,4.449999809265137,4.489999771118164,493110
2023-06-05 19:30:00+00:00,4.454999923706055,4.480000019073486,4.449999809265137,4.460000038146973,349154
2023-06-06 13:30:00+00:00,4.260000228881836,4.420000076293945,4.255000114440918,4.409999847412109,522490
2023-06-06 14:30:00+00:00,4.304999828338623,4.309999942779541,4.21999979019165,4.260000228881836,278800
2023-06-06 15:30:00+00:00,4.315000057220459,4.329999923706055,4.295000076293945,4.300000190734863,84151
2023-06-06 16:30:00+00:00,4.329999923706055,4.335000038146973,4.309999942779541,4.315000057220459,85326
2023-06-06 17:30:00+00:00,4.34499979019165,4.349999904632568,4.320000171661377,4.329999923706055,80030
2023-06-06 18:30:00+00:00,4.369999885559082,4.369999885559082,4.329999923706055,4.34499979019165,186956
2023-06-06 19:30:00+00:00,4.349999904632568,4.369999885559082,4.340000152587891,4.364999771118164,191766
2023-06-07 13:30:00+00:00,4.329999923706055,4.409999847412109,4.329999923706055,4.389999866485596,204404
2023-06-07 14:30:00+00:00,4.364999771118164,4.369999885559082,4.304999828338623,4.331999778747559,113788
2023-06-07 15:30:00+00:00,4.340000152587891,4.380000114440918,4.332200050354004,4.364999771118164,332461
2023-06-07 16:30:00+00:00,4.329999923706055,4.360000133514404,4.309999942779541,4.349999904632568,254304
2023-06-07 17:30:00+00:00,4.324999809265137,4.340000152587891,4.309999942779541,4.329999923706055,105489
2023-06-07 18:30:00+00:00,4.320000171661377,4.329999923706055,4.309999942779541,4.324999809265137,144674
2023-06-07 19:30:00+00:00,4.320000171661377,4.335000038146973,4.310100078582764,4.310100078582764,257545
2023-06-08 13:30:00+00:00,4.310400009155273,4.340000152587891,4.289999961853027,4.320000171661377,255377
2023-06-08 14:30:00+00:00,4.309999942779541,4.320000171661377,4.284999847412109,4.320000171661377,278256
2023-06-08 15:30:00+00:00,4.309999942779541,4.320000171661377,4.25,4.315000057220459,238026
2023-06-08 16:30:00+00:00,4.3383002281188965,4.3383002281188965,4.289999961853027,4.304999828338623,101616
2023-06-08 17:30:00+00:00,4.370100021362305,4.375,4.320000171661377,4.329999923706055,167834
2023-06-08 18:30:00+00:00,4.425000190734863,4.429999828338623,4.375,4.375,398137
2023-06-08 19:30:00+00:00,4.402500152587891,4.429999828338623,4.400000095367432,4.425000190734863,378211
2023-06-09 13:30:00+00:00,4.375,4.480000019073486,4.300000190734863,4.440000057220459,418271
2023-06-09 14:30:00+00:00,4.380099773406982,4.389999866485596,4.360000133514404,4.380000114440918,168813
2023-06-09 15:30:00+00:00,4.38100004196167,4.40500020980835,4.360000133514404,4.380000114440918,140801
2023-06-09 16:30:00+00:00,4.414999961853027,4.420000076293945,4.375,4.385000228881836,95652
2023-06-09 17:30:00+00:00,4.400000095367432,4.414999961853027,4.389999866485596,4.409999847412109,74431
2023-06-09 18:30:00+00:00,4.385000228881836,4.400000095367432,4.380000114440918,4.394999980926514,101209
2023-06-09 19:30:00+00:00,4.389999866485596,4.409999847412109,4.382800102233887,4.385000228881836,141419
2023-06-12 13:30:00+00:00,4.539999961853027,4.550000190734863,4.360000133514404,4.360000133514404,659199
2023-06-12 14:30:00+00:00,4.550000190734863,4.559999942779541,4.480000019073486,4.539999961853027,516753
2023-06-12 15:30:00+00:00,4.559999942779541,4.590000152587891,4.53000020980835,4.554999828338623,183030
2023-06-12 16:30:00+00:00,4.585000038146973,4.590000152587891,4.534999847412109,4.550000190734863,120989
2023-06-12 17:30:00+00:00,4.600100040435791,4.6184000968933105,4.574999809265137,4.579999923706055,319620
2023-06-12 18:30:00+00:00,4.649899959564209,4.650000095367432,4.605000019073486,4.605000019073486,228515
2023-06-12 19:30:00+00:00,4.639999866485596,4.65500020980835,4.630000114440918,4.648499965667725,318240
2023-06-13 13:30:00+00:00,4.730000019073486,4.835000038146973,4.670000076293945,4.679999828338623,817401
2023-06-13 14:30:00+00:00,4.730100154876709,4.757999897003174,4.679999828338623,4.724999904632568,219576
2023-06-13 15:30:00+00:00,4.639999866485596,4.735000133514404,4.630000114440918,4.735000133514404,187372
2023-06-13 16:30:00+00:00,4.639999866485596,4.65500020980835,4.625,4.635000228881836,152192
2023-06-13 17:30:00+00:00,4.534999847412109,4.639999866485596,4.53000020980835,4.635000228881836,538488
2023-06-13 18:30:00+00:00,4.6006999015808105,4.610000133514404,4.525000095367432,4.534999847412109,456946
2023-06-13 19:30:00+00:00,4.610000133514404,4.619999885559082,4.599999904632568,4.605000019073486,328143
2023-06-14 13:30:00+00:00,4.550000190734863,4.650000095367432,4.449999809265137,4.650000095367432,363732
2023-06-14 14:30:00+00:00,4.539999961853027,4.610000133514404,4.539999961853027,4.550000190734863,215552
2023-06-14 15:30:00+00:00,4.534999847412109,4.570000171661377,4.505000114440918,4.550000190734863,227950
2023-06-14 16:30:00+00:00,4.510000228881836,4.539999961853027,4.502500057220459,4.53000020980835,154595
2023-06-14 17:30:00+00:00,4.5,4.519999980926514,4.46999979019165,4.505000114440918,297972
2023-06-14 18:30:00+00:00,4.545000076293945,4.559999942779541,4.499899864196777,4.5,279045
2023-06-14 19:30:00+00:00,4.539999961853027,4.550000190734863,4.510000228881836,4.539999961853027,470815
2023-06-15 13:30:00+00:00,4.630000114440918,4.630000114440918,4.489999771118164,4.489999771118164,199627
2023-06-15 14:30:00+00:00,4.610000133514404,4.630000114440918,4.579999923706055,4.630000114440918,319130
2023-06-15 15:30:00+00:00,4.630000114440918,4.630000114440918,4.574999809265137,4.602200031280518,216337
2023-06-15 16:30:00+00:00,4.610000133514404,4.635000228881836,4.590000152587891,4.630000114440918,120496
2023-06-15 17:30:00+00:00,4.614999771118164,4.630000114440918,4.599999904632568,4.610000133514404,230977
2023-06-15 18:30:00+00:00,4.585000038146973,4.619999885559082,4.579999923706055,4.614999771118164,210432
2023-06-15 19:30:00+00:00,4.610000133514404,4.610000133514404,4.579999923706055,4.579999923706055,276560
2023-06-16 13:30:00+00:00,4.704999923706055,4.71999979019165,4.619999885559082,4.630000114440918,302063
2023-06-16 14:30:00+00:00,4.664999961853027,4.715000152587891,4.65500020980835,4.710000038146973,307909
2023-06-16 15:30:00+00:00,4.670000076293945,4.679999828338623,4.650000095367432,4.664999961853027,74496
2023-06-16 16:30:00+00:00,4.69789981842041,4.70989990234375,4.670000076293945,4.675000190734863,115948
2023-06-16 17:30:00+00:00,4.71999979019165,4.729000091552734,4.690000057220459,4.690000057220459,75797
2023-06-16 18:30:00+00:00,4.735000133514404,4.760000228881836,4.715000152587891,4.724999904632568,507754
2023-06-16 19:30:00+00:00,4.739999771118164,4.764999866485596,4.724999904632568,4.735000133514404,638714
2023-06-20 13:30:00+00:00,4.659999847412109,4.730000019073486,4.639999866485596,4.670000076293945,461979
2023-06-20 14:30:00+00:00,4.6585001945495605,4.670000076293945,4.619999885559082,4.660699844360352,299239
2023-06-20 15:30:00+00:00,4.659999847412109,4.670000076293945,4.650000095367432,4.65500020980835,99408
2023-06-20 16:30:00+00:00,4.695000171661377,4.699999809265137,4.650000095367432,4.659999847412109,117367
2023-06-20 17:30:00+00:00,4.710000038146973,4.71999979019165,4.690000057220459,4.695000171661377,351037
2023-06-20 18:30:00+00:00,4.764999866485596,4.775000095367432,4.699999809265137,4.704999923706055,238175
2023-06-20 19:30:00+00:00,4.744999885559082,4.78000020980835,4.739999771118164,4.764999866485596,323074
2023-06-21 13:30:00+00:00,4.739999771118164,4.75,4.679999828338623,4.710000038146973,297730
2023-06-21 14:30:00+00:00,4.769999980926514,4.784999847412109,4.739999771118164,4.739999771118164,238934
2023-06-21 15:30:00+00:00,4.769999980926514,4.800000190734863,4.755000114440918,4.769999980926514,180605
2023-06-21 16:30:00+00:00,4.735000133514404,4.775000095367432,4.730000019073486,4.769999980926514,247526
2023-06-21 17:30:00+00:00,4.755000114440918,4.760000228881836,4.730000019073486,4.739999771118164,126448
2023-06-21 18:30:00+00:00,4.744999885559082,4.764999866485596,4.739999771118164,4.75,148578
2023-06-21 19:30:00+00:00,4.715000152587891,4.755000114440918,4.710000038146973,4.75,226181
2023-06-22 13:30:00+00:00,4.664999961853027,4.699999809265137,4.590000152587891,4.650000095367432,400075
2023-06-22 14:30:00+00:00,4.659999847412109,4.670000076293945,4.619999885559082,4.664999961853027,120610
2023-06-22 15:30:00+00:00,4.650100231170654,4.670000076293945,4.639999866485596,4.650000095367432,91424
2023-06-22 16:30:00+00:00,4.659999847412109,4.679900169372559,4.650000095367432,4.650000095367432,143670
2023-06-22 17:30:00+00:00,4.690000057220459,4.690000057220459,4.659999847412109,4.659999847412109,77119
2023-06-22 18:30:00+00:00,4.644999980926514,4.679999828338623,4.644999980926514,4.679999828338623,188443
2023-06-22 19:30:00+00:00,4.639999866485596,4.650000095367432,4.635000228881836,4.644999980926514,79917
2023-06-23 13:30:00+00:00,4.570000171661377,4.599999904632568,4.519999980926514,4.599999904632568,202085
2023-06-23 14:30:00+00:00,4.550000190734863,4.59499979019165,4.550000190734863,4.579999923706055,269216
2023-06-23 15:30:00+00:00,4.550000190734863,4.579999923706055,4.545000076293945,4.559999942779541,168402
2023-06-23 16:30:00+00:00,4.559999942779541,4.570000171661377,4.550000190734863,4.550000190734863,69081
2023-06-23 17:30:00+00:00,4.565000057220459,4.579999923706055,4.5524001121521,4.559999942779541,80812
2023-06-23 18:30:00+00:00,4.550000190734863,4.570000171661377,4.539999961853027,4.559999942779541,115856
2023-06-23 19:30:00+00:00,4.559999942779541,4.559999942779541,4.539999961853027,4.554999828338623,265639
2023-06-26 13:30:00+00:00,4.625,4.650000095367432,4.534999847412109,4.550000190734863,232002
2023-06-26 14:30:00+00:00,4.599999904632568,4.625,4.599299907684326,4.625,152579
2023-06-26 15:30:00+00:00,4.579999923706055,4.610000133514404,4.579999923706055,4.599999904632568,159809
2023-06-26 16:30:00+00:00,4.59499979019165,4.599999904632568,4.559999942779541,4.585000038146973,148773
2023-06-26 17:30:00+00:00,4.605000019073486,4.625,4.590000152587891,4.59499979019165,170394
2023-06-26 18:30:00+00:00,4.590000152587891,4.614999771118164,4.590000152587891,4.605000019073486,159838
2023-06-26 19:30:00+00:00,4.579999923706055,4.590000152587891,4.570000171661377,4.590000152587891,168215
2023-06-27 13:30:00+00:00,4.559999942779541,4.619999885559082,4.550000190734863,4.590000152587891,801262
2023-06-27 14:30:00+00:00,4.487299919128418,4.579999923706055,4.460100173950195,4.565000057220459,1244882
2023-06-27 15:30:00+00:00,4.465000152587891,4.489999771118164,4.449999809265137,4.489999771118164,507405
2023-06-27 16:30:00+00:00,4.46999979019165,4.4899001121521,4.449999809265137,4.460000038146973,304030
2023-06-27 17:30:00+00:00,4.494999885559082,4.5,4.46999979019165,4.46999979019165,232182
2023-06-27 18:30:00+00:00,4.514999866485596,4.514999866485596,4.480000019073486,4.489999771118164,154640
2023-06-27 19:30:00+00:00,4.505000114440918,4.519999980926514,4.5,4.510000228881836,276490
2023-06-28 13:30:00+00:00,4.514999866485596,4.53000020980835,4.449999809265137,4.5,264443
2023-06-28 14:30:00+00:00,4.570000171661377,4.574999809265137,4.501500129699707,4.519999980926514,293909
2023-06-28 15:30:00+00:00,4.619999885559082,4.630000114440918,4.570000171661377,4.570000171661377,237159
2023-06-28 16:30:00+00:00,4.559999942779541,4.619999885559082,4.554999828338623,4.614999771118164,241829
2023-06-28 17:30:00+00:00,4.599999904632568,4.599999904632568,4.550000190734863,4.559999942779541,167115
2023-06-28 18:30:00+00:00,4.550000190734863,4.610000133514404,4.550000190734863,4.59499979019165,429817
2023-06-28 19:30:00+00:00,4.570000171661377,4.570000171661377,4.539999961853027,4.554999828338623,299450
2023-06-29 13:30:00+00:00,4.635000228881836,4.659999847412109,4.539999961853027,4.599999904632568,314098
2023-06-29 14:30:00+00:00,4.640200138092041,4.690000057220459,4.630000114440918,4.639999866485596,329574
2023-06-29 15:30:00+00:00,4.630000114440918,4.6483001708984375,4.619999885559082,4.639999866485596,170627
2023-06-29 16:30:00+00:00,4.625,4.650000095367432,4.619999885559082,4.630000114440918,283074
2023-06-29 17:30:00+00:00,4.619999885559082,4.630000114440918,4.599999904632568,4.619999885559082,281353
2023-06-29 18:30:00+00:00,4.625,4.630000114440918,4.599999904632568,4.619999885559082,262854
2023-06-29 19:30:00+00:00,4.650000095367432,4.659999847412109,4.625,4.625,830177
