Date,Close,High,Low,Open,Volume
,CDR.WA,CDR.WA,CDR.WA,CDR.WA,CDR.WA
2022-05-30,110.27622985839844,115.03439561814665,110.19822543373438,111.15376103859063,341852
2022-05-31,105.94709014892578,110.3347386819841,105.77158391004699,110.2762316430835,1183493
2022-06-01,105.65458679199219,107.85816367006059,105.49857792608086,106.57112028194081,288755
2022-06-02,105.24507904052734,106.33711139153077,103.80202672667109,106.33711139153077,246179
2022-06-03,101.59844207763672,106.96112391825676,101.4034384408153,106.18110193205916,260094
2022-06-06,104.23103332519531,106.02509054573227,100.99392393425589,101.98845436061238,275871
2022-06-07,102.55398559570312,104.21153895220553,100.93542701841814,103.80202682021023,390569
2022-06-08,100.79891204833984,103.21699723789881,100.4478995621311,101.67644326386171,345853
2022-06-09,91.6043472290039,100.91591533978539,90.82432529358914,100.91591533978539,1104148
2022-06-10,91.29234313964844,93.50567236157583,87.42146812275615,90.92183325319331,948624
2022-06-13,86.22217559814453,90.46356801014227,86.09542397569967,89.31302867770289,594369
2022-06-14,89.1180191040039,90.09305211949868,84.2038518132409,86.29042187128678,603543
2022-06-15,89.51778411865234,89.60554096352223,87.66522722969592,89.21552624624805,413808
2022-06-17,88.26973724365234,91.02908244849706,87.75297093835233,88.10398341721866,849086
2022-06-20,90.19055938720703,91.18508985003118,88.33799505795768,88.33799505795768,215985
2022-06-21,89.08877563476562,91.36059706874026,88.49400485793413,90.86333555151688,284657
2022-06-22,88.67925262451172,89.42027982292169,86.16367301752177,87.93823286501356,246972
2022-06-23,88.40624237060547,89.41052519362128,86.82669363495403,87.75297203082589,206790
2022-06-24,92.0528793334961,92.29663761059285,88.42575498007044,89.21552941741199,226062
2022-06-27,92.608642578125,93.11565649218637,90.75607829102165,92.33562707480228,324293
2022-06-28,94.96822357177734,95.40698548263755,92.62814268972811,93.01815740988833,291396
2022-06-29,95.89450073242188,95.89450073242188,91.85786442675551,94.09069104473525,312577
2022-06-30,93.29116821289062,98.57584588094957,93.02791254645162,94.5782116198517,573893
2022-07-01,95.51423645019531,95.82624672787074,91.22408955297436,93.01815422879191,309696
2022-07-04,93.87899017333984,96.44022021936775,92.70673179007039,96.44022021936775,259136
2022-07-05,90.46073913574219,95.33692745904709,87.55472161177656,95.33692745904709,372657
2022-07-06,95.99693298339844,97.6026330798394,90.0863981867036,90.2341630597477,490559
2022-07-07,102.2325439453125,102.37045581583573,96.04618569967091,96.43036984121895,449301
2022-07-08,102.25225067138672,103.33584716856494,99.00145366421874,102.25225067138672,313801
2022-07-11,102.94181060791016,104.43914272805563,101.08984581169251,102.44926605954694,433046
2022-07-12,100.49878692626953,102.94181120725338,99.39549194151775,102.94181120725338,420778
2022-07-13,96.19395446777344,100.9913336919495,94.77542372412152,100.49878912991855,218603
2022-07-14,93.4061508178711,97.44501473961081,92.41120869419731,96.19395485390902,278104
2022-07-15,91.92852020263672,96.11514913682943,91.61329197174639,93.58347029371943,336672
2022-07-18,92.41120147705078,94.13510731644523,89.89922890617011,93.58345985284157,347752
2022-07-19,92.5885238647461,92.59837686027882,89.36728576382578,92.40136204342525,283409
2022-07-20,92.9924087524414,94.36168194437452,90.43117869997249,94.1843656129772,350660
2022-07-21,91.16999816894531,93.87899316297452,90.31296795611536,93.58346343009983,419948
2022-07-22,97.04113006591797,97.32680680891517,91.31775724179062,91.61328698023831,392698
2022-07-25,88.75653076171875,95.55364738834643,88.75653076171875,95.55364738834643,534747
2022-07-26,88.29353332519531,89.2490709546731,85.50573688414542,88.3920482476996,471224
2022-07-27,87.61382293701172,89.84011878955558,85.21020323834935,89.84011878955558,365852
2022-07-28,87.18038940429688,90.51984100734637,86.75680077097269,90.41148060005642,241716
2022-07-29,89.45594024658203,89.45594024658203,87.47591653406671,88.55951305887464,324899
2022-08-01,89.02250671386719,89.79087502698412,86.09679081728072,87.96846165332383,227477
2022-08-02,85.210205078125,88.80578170882569,85.11169767364687,88.65801684429191,300054
2022-08-03,86.39230346679688,87.86009150798226,85.25945711392099,85.28900858182102,252404
2022-08-04,91.10104370117188,92.15508874247878,86.39231146800604,87.18038575794708,439234
2022-08-05,91.27835845947266,93.47510291594453,90.64789452906088,91.12074059796139,426476
2022-08-08,90.3326644897461,92.10582781762201,88.76637647981664,92.10582781762201,331814
2022-08-09,87.18038940429688,91.75120243961045,87.14098493658838,90.59864994276336,235344
2022-08-10,90.6281967163086,91.36701353736547,86.293803196315,88.16547397945239,281536
2022-08-11,94.18436431884766,94.4700410441532,90.09624327353899,90.62819226042177,340818
2022-08-12,92.59838104248047,94.96259652967056,91.80046122786192,94.96259652967056,285226
2022-08-16,91.16999816894531,95.24826639506952,90.4410268320233,94.04645650430797,295824
2022-08-17,92.10582733154297,92.4900114646164,90.33266401302473,91.16999572854523,286366
2022-08-18,90.7267074584961,93.09092287593221,89.44609609762536,92.10583374496996,186722
2022-08-19,87.60397338867188,90.03714465220408,87.60397338867188,89.6135560413588,468736
2022-08-22,84.77676391601562,87.60397228445237,84.42213124556248,87.08187627396113,496123
2022-08-23,82.74748229980469,85.17080052242298,82.64897489543156,84.77676338929727,370051
2022-08-24,82.75733947753906,83.68331814420583,81.34866172847161,82.74748648191381,360298
2022-08-25,81.60477447509766,84.46153426455389,80.92506813139458,83.53555565478791,209135
2022-08-26,82.74748229980469,84.57974858055101,80.77730414980934,81.66388582043389,452520
2022-08-29,81.29940032958984,81.69343746355177,79.6444503794563,81.0925325252773,203984
2022-08-30,80.68865203857422,82.42240344869141,80.28476189881845,81.62448368022119,367147
2022-08-31,82.8656997680664,84.7176646144757,80.77730812077915,80.78716111639079,570406
2022-09-01,80.28475952148438,82.74748220619249,80.087744712961,82.74748220619249,369252
2022-09-02,80.77730560302734,81.26985014938727,78.92534081434204,80.69849667185775,374489
2022-09-05,80.4423828125,82.12688434070654,79.79222037233238,80.82656697600498,361222
2022-09-06,77.39845275878906,81.1614929403702,77.25068788594218,80.97432360038859,415886
2022-09-07,76.72859191894531,82.94450193918888,75.66469385223508,79.79221972186258,704962
2022-09-08,80.88566589355469,83.18092528019633,77.85158968838634,79.7922164008845,959964
2022-09-09,86.4908218383789,86.4908218383789,81.76239137888875,83.43703976232362,610037
2022-09-12,83.37793731689453,86.89470495539702,81.38806072544305,86.68783715497135,635211
2022-09-13,84.87528228759766,88.14577786926004,83.7424282951243,84.1266124511303,855973
2022-09-14,89.09146118164062,89.29832899209427,83.74242703363421,84.61915573701874,652750
2022-09-15,90.3326644897461,91.21924615368405,87.18038247978127,89.24906801854776,1035128
2022-09-16,87.44635009765625,89.5839990098058,85.22005429572899,88.52010105108154,2820700
2022-09-19,87.58427429199219,96.00678147255006,86.589332210207,93.68197062705924,1637824
2022-09-20,87.95860290527344,89.29832462562612,86.51052078727216,88.46100042931397,544301
2022-09-21,86.6090316772461,88.88459260385842,85.42692776610639,87.10157622615986,403643
2022-09-22,87.1705322265625,90.13565251758386,84.76691993672429,85.40722183827693,940573
2022-09-23,89.14070892333984,92.23388803948372,87.18038375459132,88.6580173775505,1556309
2022-09-26,101.1489486694336,102.44926597541935,89.75146813029352,93.55391264178571,1475812
2022-09-27,102.50836944580078,105.38483533262303,98.52860857585591,100.7943165144257,1638940
2022-09-28,104.18302154541016,104.91198534861954,99.19846576938983,101.46417362354754,837862
2022-09-29,97.14949035644531,106.88216801981012,96.36141606525325,105.40453436055007,906182
2022-09-30,98.70592498779297,100.43968391122743,95.55364286848797,97.14948991892992,701004
2022-10-03,103.769287109375,104.34064061823237,95.15961007130396,98.50891467332372,1016949
2022-10-04,106.78366088867188,107.86725740514021,104.14362177666959,105.40453463333336,926616
2022-10-05,108.61592102050781,121.48118163967234,107.88694971048605,116.57543485190926,2663295
2022-10-06,109.87683868408203,111.31506786255407,106.9806743364607,111.29536938751018,827347
2022-10-07,114.487060546875,114.487060546875,107.39441426086866,109.34489405631966,786409
2022-10-10,112.97001647949219,114.40824564058398,111.31506651736969,113.1867372805229,736061
