Date,Close,High,Low,Open,Volume
,NXE,NXE,NXE,NXE,NXE
2022-05-31,4.75,5.03000020980835,4.659999847412109,4.980000019073486,2737700
2022-06-01,4.429999828338623,4.84499979019165,4.429999828338623,4.800000190734863,2493000
2022-06-02,4.849999904632568,4.900000095367432,4.449999809265137,4.449999809265137,2728800
2022-06-03,4.690000057220459,4.809999942779541,4.630000114440918,4.769999980926514,1992400
2022-06-06,4.679999828338623,4.820000171661377,4.650000095367432,4.809999942779541,2364500
2022-06-07,5.119999885559082,5.289999961853027,4.565000057220459,4.599999904632568,5150400
2022-06-08,5.039999961853027,5.329999923706055,5.010000228881836,5.239999771118164,3918000
2022-06-09,4.800000190734863,4.943999767303467,4.739999771118164,4.940000057220459,3853700
2022-06-10,4.670000076293945,4.710000038146973,4.510000228881836,4.590000152587891,4688400
2022-06-13,4.239999771118164,4.440000057220459,4.159999847412109,4.440000057220459,2947500
2022-06-14,3.859999895095825,4.300000190734863,3.7899999618530273,4.300000190734863,6110000
2022-06-15,3.930000066757202,3.990000009536743,3.7300000190734863,3.930000066757202,3748400
2022-06-16,3.619999885559082,3.7899999618530273,3.549999952316284,3.75,5046000
2022-06-17,3.5999999046325684,3.700000047683716,3.493000030517578,3.6500000953674316,3103500
2022-06-21,3.740000009536743,3.950000047683716,3.690000057220459,3.7200000286102295,3651300
2022-06-22,3.5899999141693115,3.6549999713897705,3.494999885559082,3.5899999141693115,5160200
2022-06-23,3.509999990463257,3.630000114440918,3.4200000762939453,3.5999999046325684,5001600
2022-06-24,3.859999895095825,3.940000057220459,3.565000057220459,3.5799999237060547,3105200
2022-06-27,3.9600000381469727,4.065999984741211,3.890000104904175,3.9700000286102295,1597800
2022-06-28,3.9000000953674316,4.099999904632568,3.8299999237060547,4.010000228881836,1883700
2022-06-29,3.6700000762939453,3.9200000762939453,3.6600000858306885,3.9100000858306885,2870400
2022-06-30,3.5899999141693115,3.615000009536743,3.4549999237060547,3.5999999046325684,1850900
2022-07-01,3.7300000190734863,3.759999990463257,3.509999990463257,3.569999933242798,1250500
2022-07-05,3.5,3.5999999046325684,3.4000000953674316,3.5799999237060547,2132200
